1685484857.512275,0
1685484857.618122,5
1685484857.720881,6
1685484857.823361,7
1685484857.926602,9
1685484858.029710,10
1685484858.133103,10
1685484858.236697,10
1685484858.339121,11
1685484858.441085,9
1685484858.544639,9
1685484858.666119,10
1685484858.769029,7
1685484858.879006,6
1685484858.981756,8
1685484859.084402,9
1685484859.186463,9
1685484859.289335,12
1685484859.395978,12
1685484859.501110,18
1685484859.605369,20
1685484859.715157,20
1685484859.817763,20
1685484859.922483,17
1685484860.025219,18
1685484860.131419,18
1685484860.236267,18
1685484860.338874,15
1685484860.443917,16
1685484860.549389,16
1685484860.651460,16
1685484860.760212,16
1685484860.862345,16
1685484860.964327,16
1685484861.067490,16
1685484861.170097,16
1685484861.275851,16
1685484861.378249,16
1685484861.481141,16
1685484861.583547,17
1685484861.686139,18
1685484861.788352,20
1685484861.890496,20
1685484861.993186,20
1685484862.096291,20
1685484862.198877,19
1685484862.300770,19
1685484862.402894,20
1685484862.505436,20
1685484862.607955,20
1685484862.710669,19
1685484862.816595,20
1685484862.918684,20
1685484863.021104,20
1685484863.124063,20
1685484863.226797,20
1685484863.329848,18
1685484863.433568,17
1685484863.536972,17
1685484863.642844,17
1685484863.745819,20
1685484863.848294,20
1685484863.951125,16
1685484864.056034,15
1685484864.159110,16
1685484864.261580,19
1685484864.363710,20
1685484864.466054,20
1685484864.568085,16
1685484864.670762,12
1685484864.773276,10
1685484864.875601,9
1685484864.978561,5
1685484865.082087,4
1685484865.184967,4
1685484865.287722,4
1685484865.390653,4
1685484865.493233,4
1685484865.595856,5
1685484865.698334,5
1685484865.802342,6
1685484865.904677,5
1685484866.007047,5
1685484866.109763,6
1685484866.214063,6
1685484866.316680,6
1685484866.420069,6
1685484866.522511,6
1685484866.626834,6
1685484866.729701,5
1685484866.834587,5
1685484866.936604,5
1685484867.039098,5
1685484867.142351,5
1685484867.244768,6
1685484867.347442,5
1685484867.449704,5
1685484867.551877,5
1685484867.653966,3
1685484867.756589,3
1685484867.858631,3
1685484867.960709,5
1685484868.063413,6
1685484868.166003,7
1685484868.268340,8
1685484868.370803,8
1685484868.472902,8
1685484868.574840,8
1685484868.677331,8
1685484868.779596,9
1685484868.881772,8
1685484868.983918,8
1685484869.087080,9
1685484869.189170,7
1685484869.291496,8
1685484869.393749,8
1685484869.497070,7
1685484869.600967,7
1685484869.705106,8
1685484869.807405,8
1685484869.916661,8
1685484870.020841,8
1685484870.123789,15
1685484870.226288,16
1685484870.328449,19
1685484870.431576,20
1685484870.534368,20
1685484870.641334,19
1685484870.745115,20
1685484870.847826,20
1685484870.949999,20
1685484871.052836,20
1685484871.156132,20
1685484871.263443,20
1685484871.366323,20
1685484871.468484,20
1685484871.571001,20
1685484871.673170,17
1685484871.775374,10
1685484871.877538,11
1685484871.982679,11
1685484872.085919,9
1685484872.188397,8
1685484872.290824,8
1685484872.392888,8
1685484872.497925,8
1685484872.600022,8
1685484872.702199,8
1685484872.804280,8
1685484872.909594,7
1685484873.013938,8
1685484873.119349,7
1685484873.223888,8
1685484873.326149,9
1685484873.428491,8
1685484873.530643,8
1685484873.632983,7
1685484873.742319,8
1685484873.844868,8
1685484873.947891,8
1685484874.050745,8
1685484874.153745,7
1685484874.257876,9
1685484874.360103,7
1685484874.464313,8
1685484874.566378,8
1685484874.668668,8
1685484874.772319,9
1685484874.877226,9
1685484874.979125,9
1685484875.084995,8
1685484875.187738,8
1685484875.290160,8
1685484875.393038,8
1685484875.495382,9
1685484875.597047,8
1685484875.699068,9
1685484875.801124,9
1685484875.903392,8
1685484876.005782,7
1685484876.109176,8
1685484876.212099,8
1685484876.314515,8
1685484876.417217,8
1685484876.519754,9
1685484876.623500,8
1685484876.725976,8
1685484876.827944,8
1685484876.932560,8
1685484877.038508,10
1685484877.141460,17
1685484877.244475,16
1685484877.347148,18
1685484877.449729,20
1685484877.551786,20
1685484877.653853,20
1685484877.761663,20
1685484877.869810,19
1685484877.973663,15
1685484878.076842,15
1685484878.179176,19
1685484878.281716,20
1685484878.383783,17
1685484878.488098,10
1685484878.589967,8
1685484878.693215,8
1685484878.795318,8
1685484878.897523,11
1685484878.999759,14
1685484879.102836,15
1685484879.205365,11
1685484879.308114,11
1685484879.412583,11
1685484879.515176,11
1685484879.617075,12
1685484879.719455,13
1685484879.821933,14
1685484879.924170,17
1685484880.026465,18
1685484880.130394,14
1685484880.232650,13
1685484880.334814,14
1685484880.436899,14
1685484880.539022,15
1685484880.641046,15
1685484880.743885,18
1685484880.846364,19
1685484880.948546,20
1685484881.052642,16
1685484881.157647,16
1685484881.259986,16
1685484881.362561,16
1685484881.464893,16
1685484881.568485,17
1685484881.670989,19
1685484881.773010,19
1685484881.875051,20
1685484881.977439,15
1685484882.081430,16
1685484882.184736,16
1685484882.286804,17
1685484882.389034,17
1685484882.500011,17
1685484882.602707,20
1685484882.704878,19
1685484882.807376,18
1685484882.909353,17
1685484883.011598,16
1685484883.114881,17
1685484883.217215,17
1685484883.319285,19
1685484883.421300,18
1685484883.525705,19
1685484883.628403,20
1685484883.731164,16
1685484883.833655,16
1685484883.935664,20
1685484884.037777,20
1685484884.140859,17
1685484884.264783,20
1685484884.368660,19
1685484884.471082,20
1685484884.573323,18
1685484884.675881,20
1685484884.779826,20
1685484884.881897,18
1685484884.987791,20
1685484885.092824,20
1685484885.197059,19
1685484885.299495,20
1685484885.402971,19
1685484885.505222,19
1685484885.607159,19
1685484885.710640,19
1685484885.815065,20
1685484885.920581,20
1685484886.024831,20
1685484886.128036,19
1685484886.231365,20
1685484886.333611,20
1685484886.436012,19
1685484886.538360,19
1685484886.640195,20
1685484886.742646,20
1685484886.844650,19
1685484886.948845,19
1685484887.052129,19
1685484887.154850,18
1685484887.257292,20
1685484887.360508,19
1685484887.462281,19
1685484887.564462,20
1685484887.666902,20
1685484887.769350,19
1685484887.872092,19
1685484887.974130,14
1685484888.077491,11
1685484888.185708,10
1685484888.289373,8
1685484888.392221,8
1685484888.495142,7
1685484888.598975,6
1685484888.704163,7
1685484888.807195,9
1685484888.909649,11
1685484889.013324,14
1685484889.117402,12
1685484889.219768,10
1685484889.322774,10
1685484889.425444,11
1685484889.528637,11
1685484889.636442,11
1685484889.740061,13
1685484889.845041,17
1685484889.948603,17
1685484890.054514,13
1685484890.158159,12
1685484890.263133,13
1685484890.366282,13
1685484890.468930,14
1685484890.571809,16
1685484890.675879,19
1685484890.779062,19
1685484890.882487,15
1685484890.985619,16
1685484891.089007,15
1685484891.191888,15
1685484891.294509,16
1685484891.398839,17
1685484891.501711,19
1685484891.604667,19
1685484891.707634,18
1685484891.810372,16
1685484891.913277,16
1685484892.018301,16
1685484892.121712,16
1685484892.224777,17
1685484892.332492,20
1685484892.435303,19
1685484892.538284,15
1685484892.641050,16
1685484892.744176,15
1685484892.847143,15
1685484892.951001,17
1685484893.068034,18
1685484893.171423,20
1685484893.274859,20
1685484893.381438,20
1685484893.484627,19
1685484893.588757,20
1685484893.691763,20
1685484893.795834,20
1685484893.898844,20
1685484894.002004,20
1685484894.104869,20
1685484894.209890,19
1685484894.313355,19
1685484894.416185,20
1685484894.519235,20
1685484894.623326,20
1685484894.727423,20
1685484894.832681,19
1685484894.936357,20
1685484895.039811,20
1685484895.146123,20
1685484895.250278,20
1685484895.353660,20
1685484895.456386,20
1685484895.559434,20
1685484895.662766,19
1685484895.766404,20
1685484895.869889,19
1685484895.973192,19
1685484896.076691,20
1685484896.179426,19
1685484896.282105,19
1685484896.387086,20
1685484896.489818,19
1685484896.598840,20
1685484896.701128,18
1685484896.803774,19
1685484896.907793,19
1685484897.010208,19
1685484897.113284,19
1685484897.215843,20
1685484897.319130,19
1685484897.421090,19
1685484897.525387,18
1685484897.627465,19
1685484897.729575,17
1685484897.831698,14
1685484897.933721,13
1685484898.036175,15
1685484898.138897,17
1685484898.241418,16
1685484898.343714,11
1685484898.450201,11
1685484898.552191,10
1685484898.655460,10
1685484898.758325,4
1685484898.861411,2
1685484898.964638,3
1685484899.068636,3
1685484899.171569,6
1685484899.274157,7
1685484899.376805,9
1685484899.479415,10
1685484899.582301,10
1685484899.686090,11
1685484899.789288,11
1685484899.892231,10
1685484899.994666,10
1685484900.098026,10
1685484900.200737,11
1685484900.304974,11
1685484900.411509,11
1685484900.513670,10
1685484900.617439,9
1685484900.721544,10
1685484900.826267,8
1685484900.929243,9
1685484901.031743,10
1685484901.137835,9
1685484901.240942,10
1685484901.343974,9
1685484901.449971,8
1685484901.552949,8
1685484901.656301,8
1685484901.758844,9
1685484901.862312,8
1685484901.971179,9
1685484902.074630,9
1685484902.179769,8
1685484902.283161,9
1685484902.386277,9
1685484902.489196,9
1685484902.592121,8
1685484902.695961,8
1685484902.798792,9
1685484902.901484,9
1685484903.004279,9
1685484903.107627,8
1685484903.210819,11
1685484903.317327,9
1685484903.423886,15
1685484903.526885,16
1685484903.629535,18
1685484903.733512,19
1685484903.836850,19
1685484903.939722,20
1685484904.042172,19
1685484904.144997,20
1685484904.247881,20
1685484904.350405,20
1685484904.453043,20
1685484904.556080,20
1685484904.658695,20
1685484904.763440,18
1685484904.866023,17
1685484904.968757,18
1685484905.073083,14
1685484905.176138,13
1685484905.278984,13
1685484905.382376,11
1685484905.486998,9
1685484905.591063,9
1685484905.695103,10
1685484905.799115,8
1685484905.902387,9
1685484906.007390,9
1685484906.112360,9
1685484906.216078,9
1685484906.319223,10
1685484906.422619,9
1685484906.525746,9
1685484906.629956,9
1685484906.732889,9
1685484906.840081,9
1685484906.942955,9
1685484907.047899,10
1685484907.153706,10
1685484907.257261,9
1685484907.360736,10
1685484907.464497,10
1685484907.567484,8
1685484907.670101,9
